Appl,Browser,CLDR Short Name,Code,DCM,FB,GMail,Goog,Joy,KDDI,SB,Sams,Twtr,Wind,№
1181,U+1F4F1,📱,,,,,,,,,,,,mobile phone
1182,U+1F4F2,📲,,,,,,,,,,,,mobile phone with arrow
1183,U+260E,☎,,,,,,,,,,,,telephone
1184,U+1F4DE,📞,,,,,,,,,—,—,,telephone receiver
1185,U+1F4DF,📟,,,,,,,,,—,,,pager
1186,U+1F4E0,📠,,,,,,,,,,,,fax machine
computer,computer,computer,computer,computer,computer,computer,computer,computer,computer,computer,computer,computer,computer,computer
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1187,U+1F50B,🔋,,,,,,,,,—,—,,battery
1188,U+1FAAB,🪫,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,⊛ low battery
1189,U+1F50C,🔌,,,,,,,,,—,—,,electric plug
1190,U+1F4BB,💻,,,,,,,,,,,,laptop
1191,U+1F5A5,🖥,,,,,,,,—,—,—,—,desktop computer
1192,U+1F5A8,🖨,,,,,,,,—,—,—,—,printer
1193,U+2328,⌨,,,,,,,,—,—,—,—,keyboard
1194,U+1F5B1,🖱,,,,,,,,—,—,—,—,computer mouse
1195,U+1F5B2,🖲,,,,,,,,—,—,—,—,trackball
1196,U+1F4BD,💽,,,,,,,,,,—,,computer disk
1197,U+1F4BE,💾,,,,,,,,,—,—,,floppy disk
1198,U+1F4BF,💿,,,,,,,,,,,,optical disk
1199,U+1F4C0,📀,,,,,,,,,,—,—,dvd
1200,U+1F9EE,🧮,,,,,,,,—,—,—,—,abacus
light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video,light & video
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1201,U+1F3A5,🎥,,,,,,,,,,,,movie camera
1202,U+1F39E,🎞,,,,,,,,—,—,—,—,film frames
1203,U+1F4FD,📽,,,,,,,,—,—,—,—,film projector
1204,U+1F3AC,🎬,,,,,,,,,,,,clapper board
1205,U+1F4FA,📺,,,,,,,,,,,,television
1206,U+1F4F7,📷,,,,,,,,,,,,camera
1207,U+1F4F8,📸,,,,,,,,—,—,—,—,camera with flash
1208,U+1F4F9,📹,,,,,,,,,—,—,,video camera
1209,U+1F4FC,📼,,,,,,,,,,—,,videocassette
1210,U+1F50D,🔍,,,,,,,,,,,,magnifying glass tilted left
1211,U+1F50E,🔎,,,,,,,,,—,—,,magnifying glass tilted right
1212,U+1F56F,🕯,,,,,,,,—,—,—,—,candle
1213,U+1F4A1,💡,,,,,,,,,,,,light bulb
1214,U+1F526,🔦,,,,,,,,,—,—,,flashlight
1215,U+1F3EE,🏮,,,,,,,,,—,—,,red paper lantern
1216,U+1FA94,🪔,,,,,,,,—,—,—,—,diya lamp
book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper,book-paper
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1217,U+1F4D4,📔,,,,,,,,,—,—,,notebook with decorative cover
1218,U+1F4D5,📕,,,,,,,,,—,—,,closed book
1219,U+1F4D6,📖,,,,,,,,,,,,open book
1220,U+1F4D7,📗,,,,,,,,,—,—,,green book
1221,U+1F4D8,📘,,,,,,,,,—,—,,blue book
1222,U+1F4D9,📙,,,,,,,,,—,—,,orange book
1223,U+1F4DA,📚,,,,,,,,,—,—,,books
1224,U+1F4D3,📓,,,,,,,,,—,—,,notebook
1225,U+1F4D2,📒,,,,,,,,,—,—,,ledger
1226,U+1F4C3,📃,,,,,,,,,—,—,,page with curl
1227,U+1F4DC,📜,,,,,,,,,—,—,,scroll
1228,U+1F4C4,📄,,,,,,,,,—,—,,page facing up
1229,U+1F4F0,📰,,,,,,,,,—,—,,newspaper
1230,U+1F5DE,🗞,,,,,,,,—,—,—,—,rolled-up newspaper
1231,U+1F4D1,📑,,,,,,,,,—,—,,bookmark tabs
1232,U+1F516,🔖,,,,,,,,,—,—,,bookmark
1233,U+1F3F7,🏷,,,,,,,,—,—,—,—,label
money,money,money,money,money,money,money,money,money,money,money,money,money,money,money
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1234,U+1F4B0,💰,,,,,,,,,,,,money bag
1235,U+1FA99,🪙,,,—,—,,,—,—,—,—,—,coin
1236,U+1F4B4,💴,,,,,,,,,—,,,yen banknote
1237,U+1F4B5,💵,,,,,,,,,—,—,,dollar banknote
1238,U+1F4B6,💶,,,,,,,,—,—,—,—,euro banknote
1239,U+1F4B7,💷,,,,,,,,—,—,—,—,pound banknote
1240,U+1F4B8,💸,,,,,,,,,—,—,,money with wings
1241,U+1F4B3,💳,,,,,,,,,—,—,,credit card
1242,U+1F9FE,🧾,,,,,,,,—,—,—,—,receipt
1243,U+1F4B9,💹,,,,,,,,,,—,,chart increasing with yen
mail,mail,mail,mail,mail,mail,mail,mail,mail,mail,mail,mail,mail,mail,mail
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1244,U+2709,✉,,,,,,,,,—,,,envelope
1245,U+1F4E7,📧,,,,,,,,,—,—,,e-mail
1246,U+1F4E8,📨,,,,,,,,,—,—,,incoming envelope
1247,U+1F4E9,📩,,,,,,,,,,,,envelope with arrow
1248,U+1F4E4,📤,,,,,,,,,—,—,,outbox tray
1249,U+1F4E5,📥,,,,,,,,,—,—,,inbox tray
1250,U+1F4E6,📦,,,,,,,,,—,—,,package
1251,U+1F4EB,📫,,,,,,,,,,—,,closed mailbox with raised flag
1252,U+1F4EA,📪,,,,,,,,,—,—,,closed mailbox with lowered flag
1253,U+1F4EC,📬,,,,,,,,—,—,—,—,open mailbox with raised flag
1254,U+1F4ED,📭,,,,,,,,—,—,—,—,open mailbox with lowered flag
1255,U+1F4EE,📮,,,,,,,,,,—,—,postbox
1256,U+1F5F3,🗳,,,,,,,,—,—,—,—,ballot box with ballot
writing,writing,writing,writing,writing,writing,writing,writing,writing,writing,writing,writing,writing,writing,writing
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1257,U+270F,✏,,,,,,,,,—,,,pencil
1258,U+2712,✒,,,,,,,,,—,,,black nib
1259,U+1F58B,🖋,,,,,,,,—,—,—,—,fountain pen
1260,U+1F58A,🖊,,,,,,,,—,—,—,—,pen
1261,U+1F58C,🖌,,,,,,,,—,—,—,—,paintbrush
1262,U+1F58D,🖍,,,,,,,,—,—,—,—,crayon
1263,U+1F4DD,📝,,,,,,,,,,,,memo
office,office,office,office,office,office,office,office,office,office,office,office,office,office,office
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1264,U+1F4BC,💼,,,,,,,,,,—,,briefcase
1265,U+1F4C1,📁,,,,,,,,,—,—,,file folder
1266,U+1F4C2,📂,,,,,,,,,—,—,,open file folder
1267,U+1F5C2,🗂,,,,,,,,—,—,—,—,card index dividers
1268,U+1F4C5,📅,,,,,,,,,—,—,,calendar
1269,U+1F4C6,📆,,,,,,,,,—,—,,tear-off calendar
1270,U+1F5D2,🗒,,,,,,,,—,—,—,—,spiral notepad
1271,U+1F5D3,🗓,,,,,,,,—,—,—,—,spiral calendar
1272,U+1F4C7,📇,,,,,,,,,—,—,,card index
1273,U+1F4C8,📈,,,,,,,,,—,—,,chart increasing
1274,U+1F4C9,📉,,,,,,,,,—,—,,chart decreasing
1275,U+1F4CA,📊,,,,,,,,,—,—,,bar chart
1276,U+1F4CB,📋,,,,,,,,,—,—,,clipboard
1277,U+1F4CC,📌,,,,,,,,,—,—,,pushpin
1278,U+1F4CD,📍,,,,,,,,,—,—,,round pushpin
1279,U+1F4CE,📎,,,,,,,,,—,,,paperclip
1280,U+1F587,🖇,,,,,,,,—,—,—,—,linked paperclips
1281,U+1F4CF,📏,,,,,,,,,—,—,,straight ruler
1282,U+1F4D0,📐,,,,,,,,,—,—,,triangular ruler
1283,U+2702,✂,,,,,,,,,,,,scissors
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1284,U+1F5C3,🗃,,,,,,,,—,—,—,—,card file box
1285,U+1F5C4,🗄,,,,,,,,—,—,—,—,file cabinet
1286,U+1F5D1,🗑,,,,,,,,—,—,—,—,wastebasket
lock,lock,lock,lock,lock,lock,lock,lock,lock,lock,lock,lock,lock,lock,lock
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1287,U+1F512,🔒,,,,,,,,,,—,,locked
1288,U+1F513,🔓,,,,,,,,,,—,—,unlocked
1289,U+1F50F,🔏,,,,,,,,,—,—,,locked with pen
1290,U+1F510,🔐,,,,,,,,,—,—,,locked with key
1291,U+1F511,🔑,,,,,,,,,,,,key
1292,U+1F5DD,🗝,,,,,,,,—,—,—,—,old key
tool,tool,tool,tool,tool,tool,tool,tool,tool,tool,tool,tool,tool,tool,tool
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1293,U+1F528,🔨,,,,,,,,,,—,,hammer
1294,U+1FA93,🪓,,,,,,,,—,—,—,—,axe
1295,U+26CF,⛏,,,,,,,,—,—,—,—,pick
1296,U+2692,⚒,,,,,,,,—,—,—,—,hammer and pick
1297,U+1F6E0,🛠,,,,,,,,—,—,—,—,hammer and wrench
1298,U+1F5E1,🗡,,,,,,,,—,—,—,—,dagger
1299,U+2694,⚔,,,,,,,,—,—,—,—,crossed swords
1300,U+1F52B,🔫,,,,,,,,,,—,,water pistol
1301,U+1FA83,🪃,,,—,—,,,—,—,—,—,—,boomerang
1302,U+1F3F9,🏹,,,,,,,,—,—,—,—,bow and arrow
1303,U+1F6E1,🛡,,,,,,,,—,—,—,—,shield
1304,U+1FA9A,🪚,,,—,—,,,—,—,—,—,—,carpentry saw
1305,U+1F527,🔧,,,,,,,,,—,,,wrench
1306,U+1FA9B,🪛,,,—,—,,,—,—,—,—,—,screwdriver
1307,U+1F529,🔩,,,,,,,,,—,—,,nut and bolt
1308,U+2699,⚙,,,,,,,,—,—,—,—,gear
1309,U+1F5DC,🗜,,,,,,,,—,—,—,—,clamp
1310,U+2696,⚖,,,,,,,,—,—,—,—,balance scale
1311,U+1F9AF,🦯,,,,,,,,—,—,—,—,white cane
1312,U+1F517,🔗,,,,,,,,,—,—,,link
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1313,U+26D3,⛓,,,,,,,,—,—,—,—,chains
1314,U+1FA9D,🪝,,,—,—,,,—,—,—,—,—,hook
1315,U+1F9F0,🧰,,,,,,,,—,—,—,—,toolbox
1316,U+1F9F2,🧲,,,,,,,,—,—,—,—,magnet
1317,U+1FA9C,🪜,,,—,—,,,—,—,—,—,—,ladder
science,science,science,science,science,science,science,science,science,science,science,science,science,science,science
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1318,U+2697,⚗,,,,,,,,—,—,—,—,alembic
1319,U+1F9EA,🧪,,,,,,,,—,—,—,—,test tube
1320,U+1F9EB,🧫,,,,,,,,—,—,—,—,petri dish
1321,U+1F9EC,🧬,,,,,,,,—,—,—,—,dna
1322,U+1F52C,🔬,,,,,,,,—,—,—,—,microscope
1323,U+1F52D,🔭,,,,,,,,—,—,—,—,telescope
1324,U+1F4E1,📡,,,,,,,,,,—,,satellite antenna
medical,medical,medical,medical,medical,medical,medical,medical,medical,medical,medical,medical,medical,medical,medical
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1325,U+1F489,💉,,,,,,,,,,—,,syringe
1326,U+1FA78,🩸,,,,,,,,—,—,—,—,drop of blood
1327,U+1F48A,💊,,,,,,,,,,—,,pill
1328,U+1FA79,🩹,,,,,,,,—,—,—,—,adhesive bandage
1329,U+1FA7C,🩼,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,⊛ crutch
1330,U+1FA7A,🩺,,,,,,,,—,—,—,—,stethoscope
1331,U+1FA7B,🩻,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,⊛ x-ray
household,household,household,household,household,household,household,household,household,household,household,household,household,household,household
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1332,U+1F6AA,🚪,,,,,,,,,—,,—,door
1333,U+1F6D7,🛗,,,—,—,,,—,—,—,—,—,elevator
1334,U+1FA9E,🪞,,,—,—,,,—,—,—,—,—,mirror
1335,U+1FA9F,🪟,,,—,—,,,—,—,—,—,—,window
1336,U+1F6CF,🛏,,,,,,,,—,—,—,—,bed
1337,U+1F6CB,🛋,,,,,,,,—,—,—,—,couch and lamp
1338,U+1FA91,🪑,,,,,,,,—,—,—,—,chair
1339,U+1F6BD,🚽,,,,,,,,,,—,—,toilet
1340,U+1FAA0,🪠,,,—,—,,,—,—,—,—,—,plunger
1341,U+1F6BF,🚿,,,,,,,,—,—,—,—,shower
1342,U+1F6C1,🛁,,,,,,,,—,—,—,—,bathtub
1343,U+1FAA4,🪤,,,—,—,,,—,—,—,—,—,mouse trap
1344,U+1FA92,🪒,,,,,,,,—,—,—,—,razor
1345,U+1F9F4,🧴,,,,,,,,—,—,—,—,lotion bottle
1346,U+1F9F7,🧷,,,,,,,,—,—,—,—,safety pin
1347,U+1F9F9,🧹,,,,,,,,—,—,—,—,broom
1348,U+1F9FA,🧺,,,,,,,,—,—,—,—,basket
1349,U+1F9FB,🧻,,,,,,,,—,—,—,—,roll of paper
1350,U+1FAA3,🪣,,,—,—,,,—,—,—,—,—,bucket
1351,U+1F9FC,🧼,,,,,,,,—,—,—,—,soap
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1352,U+1FAE7,🫧,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,⊛ bubbles
1353,U+1FAA5,🪥,,,—,—,,,—,—,—,—,—,toothbrush
1354,U+1F9FD,🧽,,,,,,,,—,—,—,—,sponge
1355,U+1F9EF,🧯,,,,,,,,—,—,—,—,fire extinguisher
1356,U+1F6D2,🛒,,,,,,,,—,—,—,—,shopping cart
other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object,other-object
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1357,U+1F6AC,🚬,,,,,,,,,,,,cigarette
1358,U+26B0,⚰,,,,,,,,—,—,—,—,coffin
1359,U+1FAA6,🪦,,,—,—,,,—,—,—,—,—,headstone
1360,U+26B1,⚱,,,,,,,,—,—,—,—,funeral urn
1361,U+1F5FF,🗿,,,,,,,,,—,—,,moai
1362,U+1FAA7,🪧,,,—,—,,,—,—,—,—,—,placard
1363,U+1FAAA,🪪,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,⊛ identification card
Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols,Symbols
transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign,transport-sign
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1364,U+1F3E7,🏧,,,,,,,,,,,,ATM sign
1365,U+1F6AE,🚮,,,,,,,,—,—,—,—,litter in bin sign
1366,U+1F6B0,🚰,,,,,,,,—,—,—,—,potable water
1367,U+267F,♿,,,,,,,,,,,,wheelchair symbol
1368,U+1F6B9,🚹,,,,,,,,,,—,—,men’s room
1369,U+1F6BA,🚺,,,,,,,,,,—,—,women’s room
1370,U+1F6BB,🚻,,,,,,,,,,,,restroom
1371,U+1F6BC,🚼,,,,,,,,,,—,—,baby symbol
1372,U+1F6BE,🚾,,,,,,,,,,—,—,water closet
1373,U+1F6C2,🛂,,,,,,,,—,—,—,—,passport control
1374,U+1F6C3,🛃,,,,,,,,—,—,—,—,customs
1375,U+1F6C4,🛄,,,,,,,,—,—,—,—,baggage claim
1376,U+1F6C5,🛅,,,,,,,,—,—,—,—,left luggage
warning,warning,warning,warning,warning,warning,warning,warning,warning,warning,warning,warning,warning,warning,warning
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1377,U+26A0,⚠,,,,,,,,,,,,warning
1378,U+1F6B8,🚸,,,,,,,,—,—,—,—,children crossing
1379,U+26D4,⛔,,,,,,,,,—,—,,no entry
1380,U+1F6AB,🚫,,,,,,,,,—,—,,prohibited
1381,U+1F6B3,🚳,,,,,,,,—,—,—,—,no bicycles
1382,U+1F6AD,🚭,,,,,,,,,,,,no smoking
1383,U+1F6AF,🚯,,,,,,,,—,—,—,—,no littering
1384,U+1F6B1,🚱,,,,,,,,—,—,—,—,non-potable water
1385,U+1F6B7,🚷,,,,,,,,—,—,—,—,no pedestrians
1386,U+1F4F5,📵,,,,,,,,—,—,—,—,no mobile phones
1387,U+1F51E,🔞,,,,,,,,,,—,,no one under eighteen
1388,U+2622,☢,,,,,,,,—,—,—,—,radioactive
1389,U+2623,☣,,,,,,,,—,—,—,—,biohazard
arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow,arrow
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1390,U+2B06,⬆,,,,,,,,—,,—,,up arrow
1391,U+2197,↗,,,,,,,,,,,,up-right arrow
1392,U+27A1,➡,,,,,,,,—,,—,,right arrow
1393,U+2198,↘,,,,,,,,,,,,down-right arrow
1394,U+2B07,⬇,,,,,,,,—,,—,,down arrow
1395,U+2199,↙,,,,,,,,,,,,down-left arrow
1396,U+2B05,⬅,,,,,,,,—,,—,,left arrow
1397,U+2196,↖,,,,,,,,,,,,up-left arrow
1398,U+2195,↕,,,,,,,,,—,,,up-down arrow
1399,U+2194,↔,,,,,,,,,—,,,left-right arrow
1400,U+21A9,↩,,,,,,,,—,—,,,right arrow curving left
1401,U+21AA,↪,,,,,,,,,—,—,,left arrow curving right
1402,U+2934,⤴,,,,,,,,,—,,,right arrow curving up
1403,U+2935,⤵,,,,,,,,,—,,,right arrow curving down
1404,U+1F503,🔃,,,,,,,,,—,—,,clockwise vertical arrows
1405,U+1F504,🔄,,,,,,,,—,—,—,—,counterclockwise arrows button
1406,U+1F519,🔙,,,,,,,,,—,—,,BACK arrow
1407,U+1F51A,🔚,,,,,,,,,—,,—,END arrow
1408,U+1F51B,🔛,,,,,,,,,—,,—,ON! arrow
1409,U+1F51C,🔜,,,,,,,,,—,,—,SOON arrow
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1410,U+1F51D,🔝,,,,,,,,,,—,—,TOP arrow
religion,religion,religion,religion,religion,religion,religion,religion,religion,religion,religion,religion,religion,religion,religion
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1411,U+1F6D0,🛐,,,,,,,,—,—,—,—,place of worship
1412,U+269B,⚛,,,,,,,,—,—,—,—,atom symbol
1413,U+1F549,🕉,,,,,,,,—,—,—,—,om
1414,U+2721,✡,,,,,,,,—,—,—,—,star of David
1415,U+2638,☸,,,,,,,,—,—,—,—,wheel of dharma
1416,U+262F,☯,,,,,,,,—,—,—,—,yin yang
1417,U+271D,✝,,,,,,,,—,—,—,—,latin cross
1418,U+2626,☦,,,,,,,,—,—,—,—,orthodox cross
1419,U+262A,☪,,,,,,,,—,—,—,—,star and crescent
1420,U+262E,☮,,,,,,,,—,—,—,—,peace symbol
1421,U+1F54E,🕎,,,,,,,,—,—,—,—,menorah
1422,U+1F52F,🔯,,,,,,,,,,—,—,dotted six-pointed star
zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac,zodiac
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1423,U+2648,♈,,,,,,,,,,,,Aries
1424,U+2649,♉,,,,,,,,,,,,Taurus
1425,U+264A,♊,,,,,,,,,,,,Gemini
1426,U+264B,♋,,,,,,,,,,,,Cancer
1427,U+264C,♌,,,,,,,,,,,,Leo
1428,U+264D,♍,,,,,,,,,,,,Virgo
1429,U+264E,♎,,,,,,,,,,,,Libra
1430,U+264F,♏,,,,,,,,,,,,Scorpio
1431,U+2650,♐,,,,,,,,,,,,Sagittarius
1432,U+2651,♑,,,,,,,,,,,,Capricorn
1433,U+2652,♒,,,,,,,,,,,,Aquarius
1434,U+2653,♓,,,,,,,,,,,,Pisces
1435,U+26CE,⛎,,,,,,,,,,—,,Ophiuchus
av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol,av-symbol
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1436,U+1F500,🔀,,,,,,,,—,—,—,—,shuffle tracks button
1437,U+1F501,🔁,,,,,,,,—,—,—,—,repeat button
1438,U+1F502,🔂,,,,,,,,—,—,—,—,repeat single button
1439,U+25B6,▶,,,,,,,,,,—,,play button
1440,U+23E9,⏩,,,,,,,,,,—,,fast-forward button
1441,U+23ED,⏭,,,,,,,,—,—,—,—,next track button
1442,U+23EF,⏯,,,,,,,,—,—,—,—,play or pause button
1443,U+25C0,◀,,,,,,,,,,—,,reverse button
1444,U+23EA,⏪,,,,,,,,,,—,,fast reverse button
1445,U+23EE,⏮,,,,,,,,—,—,—,—,last track button
1446,U+1F53C,🔼,,,,,,,,,—,—,,upwards button
1447,U+23EB,⏫,,,,,,,,,—,—,,fast up button
1448,U+1F53D,🔽,,,,,,,,,—,—,,downwards button
1449,U+23EC,⏬,,,,,,,,,—,—,,fast down button
1450,U+23F8,⏸,,,,,,,,—,—,—,—,pause button
1451,U+23F9,⏹,,,,,,,,—,—,—,—,stop button
1452,U+23FA,⏺,,,,,,,,—,—,—,—,record button
1453,U+23CF,⏏,,,,,,,,—,—,—,—,eject button
1454,U+1F3A6,🎦,,,,,,,,,,—,—,cinema
1455,U+1F505,🔅,,,,,,,,—,—,—,—,dim button
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1456,U+1F506,🔆,,,,,,,,—,—,—,—,bright button
1457,U+1F4F6,📶,,,,,,,,,,—,,antenna bars
1458,U+1F4F3,📳,,,,,,,,,,—,,vibration mode
1459,U+1F4F4,📴,,,,,,,,,,—,,mobile phone off
gender,gender,gender,gender,gender,gender,gender,gender,gender,gender,gender,gender,gender,gender,gender
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1460,U+2640,♀,—,,,,,,,—,—,—,—,female sign
1461,U+2642,♂,—,,,,,,,—,—,—,—,male sign
1462,U+26A7,⚧,,,—,—,,,—,—,—,—,—,transgender symbol
math,math,math,math,math,math,math,math,math,math,math,math,math,math,math
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1463,U+2716,✖,,,,,,,,—,—,—,,multiply
1464,U+2795,➕,,,,,,,,,—,—,,plus
1465,U+2796,➖,,,,,,,,,—,—,,minus
1466,U+2797,➗,,,,,,,,,—,—,,divide
1467,U+1F7F0,🟰,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,… …,⊛ heavy equals sign
1468,U+267E,♾,,,,,,,,—,—,—,—,infinity
punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation,punctuation
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1469,U+203C,‼,,,,,,,,,—,,,double exclamation mark
1470,U+2049,⁉,,,,,,,,,—,,,exclamation question mark
1471,U+2753,❓,,,,,,,,,,—,,red question mark
1472,U+2754,❔,,,,,,,,,,—,—,white question mark
1473,U+2755,❕,,,,,,,,,,—,—,white exclamation mark
1474,U+2757,❗,,,,,,,,,,,,red exclamation mark
1475,U+3030,〰,,,,,,,,,—,,—,wavy dash
currency,currency,currency,currency,currency,currency,currency,currency,currency,currency,currency,currency,currency,currency,currency
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1476,U+1F4B1,💱,,,,,,,,,,—,—,currency exchange
1477,U+1F4B2,💲,,,,,,,,,—,—,,heavy dollar sign
other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol,other-symbol
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1478,U+2695,⚕,—,,,,,,,—,—,—,—,medical symbol
1479,U+267B,♻,,,,,,,,,—,,,recycling symbol
1480,U+269C,⚜,,,,,,,,—,—,—,—,fleur-de-lis
1481,U+1F531,🔱,,,,,,,,,,—,—,trident emblem
1482,U+1F4DB,📛,,,,,,,,,—,—,,name badge
1483,U+1F530,🔰,,,,,,,,,,—,,Japanese symbol for beginner
1484,U+2B55,⭕,,,,,,,,,,—,,hollow red circle
1485,U+2705,✅,,,,,,,,,—,—,,check mark button
1486,U+2611,☑,,,,,,,,,—,—,,check box with check
1487,U+2714,✔,,,,,,,,—,—,—,,check mark
1488,U+274C,❌,,,,,,,,,,—,,cross mark
1489,U+274E,❎,,,,,,,,,—,—,,cross mark button
1490,U+27B0,➰,,,,,,,,,—,,,curly loop
1491,U+27BF,➿,,,,,,,,,—,—,—,double curly loop
1492,U+303D,〽,,,,,,,,,,—,—,part alternation mark
1493,U+2733,✳,,,,,,,,,,—,,eight-spoked asterisk
1494,U+2734,✴,,,,,,,,—,,—,,eight-pointed star
1495,U+2747,❇,,,,,,,,,—,—,,sparkle
1496,U+00A9,©,,,,,,,,,,,,copyright
1497,U+00AE,®,,,,,,,,,,,,registered
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1498,U+2122,™,,,,,,,,,,,,trade mark
keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap,keycap
№,Code,Browser,Appl,Goog,FB,Wind,Twtr,Joy,Sams,GMail,SB,DCM,KDDI,CLDR Short Name
1499,U+0023 U+FE0F U+20E3,#️⃣,,,,,,,,,,,,keycap: #
1500,U+002A U+FE0F U+20E3,*️⃣,,,,,,,,—,—,—,—,keycap: *
1501,U+0030 U+FE0F U+20E3,0️⃣,,,,,,,,,,,,keycap: 0
